Input,Output
ఆధునిక ప్రపంచంలో సోషల్ మీడియా వాడకం రోజురోజుకు గణనీయంగా పెరుగుతోంది.,ఆధునిక ప్రపంచంలో సోషల్ మీడియా వాడకం రోజురోజుకు గణనీయంగా పెరుగుతోంది.
సచిన్ టెండూల్కర్ క్రికెట్ లో లెజెండ్ ఆటగాడు.,సచిన్ టెండూల్కర్ క్రికెట్ లో లెజెండ్ ఆటగాడు.
తెలుగు సాహిత్యం చాలా గొప్ప సంప్రదాయం కలిగి ఉంది.,తెలుగు సాహిత్యం చాలా గొప్ప సంప్రదాయం కలిగి ఉంది.
భారతదేశం ప్రపంచంలోనే వేగంగా అభివృద్ధి చెందుతున్న దేశాలలో ఒకటి.,భారతదేశం ప్రపంచంలోనే వేగంగా అభివృద్ధి చెందుతున్న దేశాలలో ఒకటి.
మనిషి యొక్క స్వార్థం కోసం ప్రకృతిని కాలుష్యం చేస్తున్నాడు.,మనిషి యొక్క స్వార్థం కోసం ప్రకృతిని కాలుష్యం చేస్తున్నాడు.
నేను ప్రస్తుతం ఐఐటి కాన్పూర్ పీహెచ్డీ చదువుతున్నాను.,నేను ప్రస్తుతం ఐఐటి కాన్పూర్ పీహెచ్డీ చదువుతున్నాను.
అప్పుడు నాకు తెలియలేదు.(),అప్పుడు నాకు తెలియలేదు.
తాజ్మహల్ ప్రపంచంలోనే అతి అద్భుతమైన నిర్మాణాలలో ఒకటి.,తాజ్మహల్ ప్రపంచంలోనే అతి అద్భుతమైన నిర్మాణాలలో ఒకటి.
తెలుగు సాహిత్యం చాలా గొప్ప సంప్రదాయం కలిగి ఉంది.,తెలుగు సాహిత్యం చాలా గొప్ప సంప్రదాయం కలిగి ఉంది.
ఆధునిక ప్రపంచంలో సోషల్ మీడియా వాడకం రోజురోజుకు గణనీయంగా పెరుగుతోంది.,ఆధునిక ప్రపంచంలో సోషల్ మీడియా వాడకం రోజురోజుకు గణనీయంగా పెరుగుతోంది.
